orispl_code,unitid,name,latitude,longitude,county,state,total_gen,capacity,fuel
55455,CC2A,Redhawk Generating Facility,33.33,-112.84,Maricopa,AZ,13194721,282,NG
55455,CC2B,Redhawk Generating Facility,33.33,-112.84,Maricopa,AZ,13012400,280,NG
55477,CT2,Neil Simpson II (CT2),44.2853,-105.3841,Campbell,WY,479442,40,NG
55481,1,Mesquite Generating Station,33.3451,-112.8638,Maricopa,AZ,21090181,340,NG
55481,2,Mesquite Generating Station,33.3451,-112.8638,Maricopa,AZ,20966348,344,NG
55481,5,Mesquite Generating Station,33.3451,-112.8638,Maricopa,AZ,22577143,330,NG
55481,6,Mesquite Generating Station,33.3451,-112.8638,Maricopa,AZ,22893635,339,NG
55482,CT-1,Goldendale Generating Station,45.8114,-120.833,Klickitat,WA,13210497,320,NG
55494,CT1,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,33639,52,NG
55494,CT2,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,39795,51,NG
55494,CT3,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,37326,65,NG
55494,CT4,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,23764,51,NG
55494,CT5,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,38949,52,NG
55494,CT6,Tri-Center Naniwa Energy,39.5617,-119.5175,Storey,NV,42985,52,NG
55499,GT-1,CalPeak Power - Vaca Dixon LLC,38.3989,-121.9239,Solano,CA,195600,55,NG
55504,L1,Limon Generating Station,39.2038,-103.7005,Lincoln,CO,305718,82,NG
55504,L2,Limon Generating Station,39.2038,-103.7005,Lincoln,CO,375456,83,NG
55505,BR1,Frank Knutson Station,39.9414,-104.6817,Adams,CO,397271,80,NG
55505,BR2,Frank Knutson Station,39.9414,-104.6817,Adams,CO,377003,79,NG
55508,GT-1,CalPeak Power - Panoche LLC,36.6531,-120.5797,Fresno,CA,229916,60,NG
55510,GT-1,CalPeak Power - Border LLC,32.5622,-116.9433,San Diego,CA,292545,53,NG
55512,GT-1,CalPeak Power - El Cajon LLC,32.7971,-116.972,San Diego,CA,320508,53,NG
55513,GT-1,CalPeak Power - Enterprise LLC,33.1221,-117.117,San Diego,CA,305790,51,NG
55514,CTG01,Apex Generating Station,36.4178,-114.9622,Clark,NV,12266579,300,NG
55514,CTG02,Apex Generating Station,36.4178,-114.9622,Clark,NV,12438291,275,NG
55518,CTG1,High Desert Power Project,34.5953,-117.3647,San Bernardino,CA,11418059,174,NG
55518,CTG2,High Desert Power Project,34.5953,-117.3647,San Bernardino,CA,11419001,178,NG
55518,CTG3,High Desert Power Project,34.5953,-117.3647,San Bernardino,CA,11684924,178,NG
55522,CT01,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,258178,50,NG
55522,CT02,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,230298,50,NG
55522,CT03,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,248286,50,NG
55522,CT04,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,240097,50,NG
55522,CT05,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,243319,50,NG
55522,CT06,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,221319,50,NG
55522,CT07,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,248213,50,NG
55522,CT08,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,237602,50,NG
55522,CT09,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,235342,50,NG
55522,CT10,Sundance Power Plant,32.9285,-111.5899,Pinal,AZ,218709,50,NG
55538,CT1A,"Escondido Energy Center, LLC",33.1261,-117.1172,San Diego,CA,14479,20,NG
55538,CT1B,"Escondido Energy Center, LLC",33.1261,-117.1172,San Diego,CA,14477,20,NG
55538,CTG1,"Escondido Energy Center, LLC",33.1261,-117.1172,San Diego,CA,146064,50,NG
55540,1A,Chula Vista Energy Center,32.5914,-117.0586,San Diego,CA,24958,30,NG
55540,1B,Chula Vista Energy Center,32.5914,-117.0586,San Diego,CA,24572,28,NG
55541,1,Indigo Generation Facility,33.9114,-116.5533,Riverside,CA,426237,50,NG
55541,2,Indigo Generation Facility,33.9114,-116.5533,Riverside,CA,432248,50,NG
55541,3,Indigo Generation Facility,33.9114,-116.5533,Riverside,CA,425492,50,NG
55542,1,Larkspur Energy Faciity,32.5672,-116.9444,San Diego,CA,460309,50,NG
55542,2,Larkspur Energy Faciity,32.5672,-116.9444,San Diego,CA,484870,50,NG
55544,GT1,Klamath Energy LLC,42.1727,-121.8144,Klamath,OR,142698,48,NG
55544,GT2,Klamath Energy LLC,42.1727,-121.8144,Klamath,OR,128110,30,NG
55544,GT3,Klamath Energy LLC,42.1727,-121.8144,Klamath,OR,142433,31,NG
55544,GT4,Klamath Energy LLC,42.1727,-121.8144,Klamath,OR,130487,47,NG
55622,U1,West Valley Generation Project,40.6663,-112.031,Salt Lake,UT,1059936,60,NG
55622,U2,West Valley Generation Project,40.6663,-112.031,Salt Lake,UT,1020525,60,NG
55622,U3,West Valley Generation Project,40.6663,-112.031,Salt Lake,UT,1075969,60,NG
55622,U4,West Valley Generation Project,40.6663,-112.031,Salt Lake,UT,1032091,45,NG
55622,U5,West Valley Generation Project,40.6663,-112.031,Salt Lake,UT,999934,51,NG
55625,UNIT1,Creed Energy Center,38.2419,-121.8551,Solano,CA,184333,50,NG
55626,UNIT1,Lambie Energy Center,38.2216,-121.8683,Solano,CA,201791,50,NG
55627,UNIT1,Goose Haven Energy Center,38.2271,-121.844,Solano,CA,181808,50,NG
55645,CT-01,Blue Spruce Energy Center,39.7436,-104.68,Adams,CO,2554133,161,NG
55645,CT-02,Blue Spruce Energy Center,39.7436,-104.68,Adams,CO,2093624,162,NG
55656,CT001,Pastoria Energy Facility,34.9556,-118.844,Kern,CA,18862820,281,NG
55656,CT002,Pastoria Energy Facility,34.9556,-118.844,Kern,CA,18397966,278,NG
55656,CT004,Pastoria Energy Facility,34.9556,-118.844,Kern,CA,17309584,264,NG
55662,CT1,Chehalis Generation Facility,46.6226,-122.9145,Lewis,WA,10150728,315,NG
55662,CT2,Chehalis Generation Facility,46.6226,-122.9145,Lewis,WA,9857117,276,NG
55683,1,Boardman Power Holdings LLC,45.8464,-119.6536,Morrow,OR,677,25,NG
55687,BHG1,Walter M. Higgins III Generating Station,35.6139,-115.3561,Clark,NV,14464496,310,NG
55687,BHG2,Walter M. Higgins III Generating Station,35.6139,-115.3561,Clark,NV,14715760,309,NG
55698,HEP1,Hanford Energy Park Peaker,36.2689,-119.6469,Kings,CA,444347,51,NG
55698,HEP2,Hanford Energy Park Peaker,36.2689,-119.6469,Kings,CA,455056,51,NG
55700,CTG1,Mint Farm Generating Station,46.1403,-122.9842,Cowlitz,WA,11247332,313,NG
55733,CT01,Bennett Mountain Power Project,43.147,-115.6671,Elmore,ID,1045216,201,NG
55748,CTG1,Los Esteros Critical Energy Facility,37.425,-121.9319,Santa Clara,CA,609277,81,NG
55748,CTG2,Los Esteros Critical Energy Facility,37.425,-121.9319,Santa Clara,CA,620289,80,NG
55748,CTG3,Los Esteros Critical Energy Facility,37.425,-121.9319,Santa Clara,CA,637585,83,NG
55748,CTG4,Los Esteros Critical Energy Facility,37.425,-121.9319,Santa Clara,CA,613739,80,NG
55802,CTG1,Valencia Power Plant,34.6063,-106.732,Valencia,NM,637171,168,NG
55807,HPP1,Henrietta Peaker Plant,36.2397,-119.9044,Kings,CA,329794,52,NG
55807,HPP2,Henrietta Peaker Plant,36.2397,-119.9044,Kings,CA,336348,52,NG
55810,S-3,"Gilroy Energy Center, LLC",36.999,-121.5363,Santa Clara,CA,335190,50,NG
55810,S-4,"Gilroy Energy Center, LLC",36.999,-121.5363,Santa Clara,CA,315887,50,NG
55810,S-5,"Gilroy Energy Center, LLC",36.999,-121.5363,Santa Clara,CA,309667,50,NG
55818,F1CT,Frederickson Power LP,47.0864,-122.3644,Pierce,WA,11070138,283,NG
55835,1,Rocky Mountain Energy Center,40.0911,-104.5947,Weld,CO,18337136,403,NG
55835,2,Rocky Mountain Energy Center,40.0911,-104.5947,Weld,CO,17826031,400,NG
55841,A01,Silverhawk,36.4078,-114.9603,Clark,NV,12778124,293,NG
55841,A03,Silverhawk,36.4078,-114.9603,Clark,NV,12761833,289,NG
55847,UNIT1,Feather River Energy Center,39.1088,-121.6133,Sutter,CA,360994,60,NG
55853,1,Inland Empire Energy Center,33.7393,-117.1701,Riverside,CA,11308939,401,NG
55853,2,Inland Empire Energy Center,33.7393,-117.1701,Riverside,CA,6665208,385,NG
55855,UNIT1,Wolfskill Energy Center,38.2282,-122.076,Solano,CA,297525,50,NG
55858,UNT1,Desert Power Plant,40.9131,-112.7342,Tooele,UT,89726,37,NG
55858,UNT2,Desert Power Plant,40.9131,-112.7342,Tooele,UT,89433,36,NG
55875,GT1,"Wellhead Power Gates, LLC",36.1522,-120.1481,Fresno,CA,2916,51,NG
55933,TPP1,Tracy Combined Cycle Power Plant,37.7107,-121.4906,San Joaquin,CA,1546678,241,NG
55933,TPP2,Tracy Combined Cycle Power Plant,37.7107,-121.4906,San Joaquin,CA,1484639,176,NG
55951,AMP-1,Agua Mansa Power,34.0414,-117.3603,San Bernardino,CA,459489,49,NG
55963,1,Riverview Energy Center,38.0145,-121.7901,Contra Costa,CA,308217,50,NG
55970,2,Cosumnes Power Plant,38.3383,-121.1239,Sacramento,CA,8741379,274,NG
55970,3,Cosumnes Power Plant,38.3383,-121.1239,Sacramento,CA,8687993,272,NG
55977,CTG-1,Bluffview Power Plant,36.7164,-108.2153,San Juan,NM,4666462,60,NG
55985,CTG1,Palomar Energy Center,33.1192,-117.118,San Diego,CA,16933518,298,NG
55985,CTG2,Palomar Energy Center,33.1192,-117.118,San Diego,CA,17100187,291,NG
56026,PCT1,Donald Von Raesfeld,37.3767,-121.9508,Santa Clara,CA,3796318,77,NG
56026,PCT2,Donald Von Raesfeld,37.3767,-121.9508,Santa Clara,CA,3890701,76,NG
56041,M1,Malburg Generating Station,33.9983,-118.2219,Los Angeles,CA,4510365,84,NG
56041,M2,Malburg Generating Station,33.9983,-118.2219,Los Angeles,CA,4586069,86,NG
56046,1,Magnolia (SCPPA),34.1788,-118.3153,Los Angeles,CA,17263100,316,NG
56078,1,Walnut Energy Center,37.4878,-120.8956,Stanislaus,CA,8067895,145,NG
56078,2,Walnut Energy Center,37.4878,-120.8956,Stanislaus,CA,7944469,142,NG
56102,CTG1A,Currant Creek Power Project,39.8223,-111.894,Juab,UT,14164428,420,NG
56102,CTG1B,Currant Creek Power Project,39.8223,-111.894,Juab,UT,13634621,295,NG
56135,1,Ripon Generation Station,37.7315,-121.116,Stanislaus,CA,241407,56,NG
56135,2,Ripon Generation Station,37.7315,-121.116,Stanislaus,CA,209978,51,NG
56143,1,Riverside Energy Resource Center,33.9636,-117.4528,Riverside,CA,247519,51,NG
56143,2,Riverside Energy Resource Center,33.9636,-117.4528,Riverside,CA,213075,52,NG
56143,3,Riverside Energy Resource Center,33.9636,-117.4528,Riverside,CA,95207,52,NG
56143,4,Riverside Energy Resource Center,33.9636,-117.4528,Riverside,CA,90309,52,NG
56177,U1,Nebo Power Station,40.0614,-111.7294,Utah,UT,5766409,153,NG
56227,PWEU1,Port Westward,46.1792,-123.1717,Columbia,OR,23115066,445,NG
56232,1,Miramar Energy Facility,32.8769,-117.1664,San Diego,CA,595315,50,NG
56232,2,Miramar Energy Facility,32.8769,-117.1664,San Diego,CA,591086,50,NG
56237,CT01,Lake Side Power Plant,40.3311,-111.7547,Utah,UT,12691588,338,NG
56237,CT02,Lake Side Power Plant,40.3311,-111.7547,Utah,UT,12506343,340,NG
56237,CT03,Lake Side Power Plant,40.3311,-111.7547,Utah,UT,4175374,331,NG
56237,CT04,Lake Side Power Plant,40.3311,-111.7547,Utah,UT,4183046,328,NG
56239,GT-1,Kings River Conservation District Malaga,36.6894,-119.7399,Fresno,CA,739948,129,NG
56239,GT-2,Kings River Conservation District Malaga,36.6894,-119.7399,Fresno,CA,708388,52,NG
56253,MC-1,Millcreek Power,37.1124,-113.5155,Washington,UT,521334,394,NG
56253,MC-2,Millcreek Power,37.1124,-113.5155,Washington,UT,353942,44,NG
56298,CT001,Roseville Energy Park,38.7926,-121.3823,Placer,CA,2544498,89,NG
56298,CT002,Roseville Energy Park,38.7926,-121.3823,Placer,CA,2544529,86,NG
56445,CT-01,Spindle Hill Energy Center,40.0914,-104.8819,Weld,CO,2051931,169,NG
56445,CT-02,Spindle Hill Energy Center,40.0914,-104.8819,Weld,CO,2050961,165,NG
56458,HOBB1,Hobbs Generating Station,32.7282,-103.3095,Lea,NM,14459030,312,NG
56458,HOBB2,Hobbs Generating Station,32.7282,-103.3095,Lea,NM,13441675,343,NG
56467,CT1,Russell City Energy Company LLC,37.6341,-122.1326,Alameda,CA,3838213,321,NG
56467,CT2,Russell City Energy Company LLC,37.6341,-122.1326,Alameda,CA,3895603,320,NG
56471,CT1,McGrath Generating Station,34.2054,-119.2478,Ventura,CA,184779,51,NG
56472,CT1,Grapeland Generating Station,34.09,-117.534,San Bernardino,CA,192083,51,NG
56473,CT1,Mira Loma Peaker,34.0054,-117.5604,San Bernardino,CA,202489,51,NG
56474,CT1,Barre Peaker,33.8073,-117.9833,Orange,CA,239486,51,NG
56475,CT1,Center Peaker,33.9297,-118.1047,Los Angeles,CA,212786,51,NG
56476,GT1,Gateway Generating Station,38.0167,-121.7592,Contra Costa,CA,12710610,310,NG
56476,GT2,Gateway Generating Station,38.0167,-121.7592,Contra Costa,CA,12602720,306,NG
56482,1,Black Mountain Generating Station,35.0361,-114.1594,Mohave,AZ,405061,49,NG
56482,2,Black Mountain Generating Station,35.0361,-114.1594,Mohave,AZ,264146,49,NG
56532,CT1,Colusa Generating Station,39.3648,-122.268,Colusa,CA,8703833,349,NG
56532,CT2,Colusa Generating Station,39.3648,-122.268,Colusa,CA,8553250,348,NG
56569,1,Niland Gas Turbine Plant,33.2432,-115.498,Imperial,CA,326204,50,NG
56569,2,Niland Gas Turbine Plant,33.2432,-115.498,Imperial,CA,255728,50,NG
56606,CT01,Culbertson Station,48.2104,-104.3919,Roosevelt,MT,598369,102,NG
56639,1,"Starwood Power Midway, LLC",36.654,-120.5797,Fresno,CA,239865,61,NG
56639,2,"Midway Peaking, LLC",36.654,-120.5797,Fresno,CA,233338,62,NG
56803,1,Panoche Energy Center,36.6513,-120.5833,Fresno,CA,977006,123,NG
56803,2,Panoche Energy Center,36.6513,-120.5833,Fresno,CA,1025843,110,NG
56803,3,Panoche Energy Center,36.6513,-120.5833,Fresno,CA,1066002,146,NG
56803,4,Panoche Energy Center,36.6513,-120.5833,Fresno,CA,980229,107,NG
56908,1A,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,482786,26,NG
56908,1B,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,426764,26,NG
56908,2A,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,292643,26,NG
56908,2B,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,349864,26,NG
56908,3A,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,427248,26,NG
56908,3B,Mill Creek Generating Station,46.1066,-112.8755,Deer Lodge,MT,492307,26,NG
56914,CTG1,Orange Grove Project,33.359,-117.111,San Diego,CA,223348,51,NG
56914,CTG2,Orange Grove Project,33.359,-117.111,San Diego,CA,227990,51,NG
56948,CT01,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,95434,49,NG
56948,CT02,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,92389,49,NG
56948,CT03,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,97945,49,NG
56948,CT04,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,106605,50,NG
56948,CT05,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,127593,50,NG
56948,CT06,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,136823,50,NG
56948,CT07,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,150839,49,NG
56948,CT08,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,148220,49,NG
56948,CT09,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,171355,49,NG
56948,CT10,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,195746,50,NG
56948,CT11,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,178793,49,NG
56948,CT12,Coolidge Generating Station,32.9175,-111.5041,Pinal,AZ,205384,48,NG
56998,CT01,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,415323,96,NG
56998,CT02,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,475074,97,NG
56998,CT04,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,1231976,42,NG
56998,CT05,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,1164889,42,NG
56998,CT06,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,1124222,41,NG
56998,CT07,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,1038333,42,NG
56998,CT08,Pueblo Airport Generating Station,38.322,-104.533,Pueblo,CO,15008,42,NG
57001,1,El Cajon Energy Center,32.7971,-116.972,San Diego,CA,189262,50,NG
57027,1,Canyon Power Plant,33.8581,-117.8616,Orange,CA,183195,51,NG
57027,2,Canyon Power Plant,33.8581,-117.8616,Orange,CA,177144,51,NG
57027,3,Canyon Power Plant,33.8581,-117.8616,Orange,CA,178031,51,NG
57027,4,Canyon Power Plant,33.8581,-117.8616,Orange,CA,189214,51,NG
57028,CT1,Langley Gulch Power Plant,43.9046,-116.8181,Payette,ID,6720648,331,NG
57073,BLR1,Ivanpah 2,35.5561,-115.4686,San Bernardino,CA,0,0,NG
57074,BLR1,Ivanpah 1,35.5356,-115.4515,San Bernardino,CA,0,0,NG
57075,BLR1,Ivanpah 3,35.5808,-115.4825,San Bernardino,CA,0,0,NG
57267,1,Marsh Landing Generating Station,38.0171,-121.7651,Contra Costa,CA,127314,208,NG
57267,2,Marsh Landing Generating Station,38.0171,-121.7651,Contra Costa,CA,104316,206,NG
57267,3,Marsh Landing Generating Station,38.0171,-121.7651,Contra Costa,CA,97806,210,NG
57267,4,Marsh Landing Generating Station,38.0171,-121.7651,Contra Costa,CA,108137,210,NG
57480,HGS1,Highwood Generating Station,47.55,-111.03,Cascade,MT,1959,46,NG
57482,1,CPV Sentinel,33.9366,-116.5722,Riverside,CA,341419,111,NG
57482,2,CPV Sentinel,33.9366,-116.5722,Riverside,CA,369311,108,NG
57482,3,CPV Sentinel,33.9366,-116.5722,Riverside,CA,352758,107,NG
57482,4,CPV Sentinel,33.9366,-116.5722,Riverside,CA,319613,107,NG
57482,5,CPV Sentinel,33.9366,-116.5722,Riverside,CA,277048,110,NG
57482,6,CPV Sentinel,33.9366,-116.5722,Riverside,CA,272526,108,NG
57482,7,CPV Sentinel,33.9366,-116.5722,Riverside,CA,273920,109,NG
57482,8,CPV Sentinel,33.9366,-116.5722,Riverside,CA,258314,100,NG
57483,GT-1,Mariposa Energy Project,37.7965,-121.6049,Alameda,CA,129255,52,NG
57483,GT-2,Mariposa Energy Project,37.7965,-121.6049,Alameda,CA,128196,51,NG
57483,GT-3,Mariposa Energy Project,37.7965,-121.6049,Alameda,CA,129729,52,NG
57483,GT-4,Mariposa Energy Project,37.7965,-121.6049,Alameda,CA,125869,51,NG
57515,GT1,Walnut Creek Energy Park,34.0078,-117.9425,Los Angeles,CA,502742,107,NG
57515,GT2,Walnut Creek Energy Park,34.0078,-117.9425,Los Angeles,CA,455055,107,NG
57515,GT3,Walnut Creek Energy Park,34.0078,-117.9425,Los Angeles,CA,440720,107,NG
57515,GT4,Walnut Creek Energy Park,34.0078,-117.9425,Los Angeles,CA,384948,107,NG
57515,GT5,Walnut Creek Energy Park,34.0078,-117.9425,Los Angeles,CA,379317,107,NG
57555,CTG1,Pio Pico Energy Center LLC,32.5739,-116.9178,San Diego,CA,49733,113,NG
57555,CTG2,Pio Pico Energy Center LLC,32.5739,-116.9178,San Diego,CA,51459,115,NG
57555,CTG3,Pio Pico Energy Center LLC,32.5739,-116.9178,San Diego,CA,53746,114,NG
57703,CT01,Cheyenne Prairie Generating Station,41.1229,-104.7214,Laramie,WY,107998,40,NG
57703,CT02,Cheyenne Prairie Generating Station,41.1229,-104.7214,Laramie,WY,121320,40,NG
57703,CT03,Cheyenne Prairie Generating Station,41.1229,-104.7214,Laramie,WY,10066,40,NG
57978,CT1,Lodi Energy Center,38.088,-121.3867,San Joaquin,CA,3401782,210,NG
58122,GEN1,"Delano Energy Center, LLC",35.7909,-119.2945,Tulare,CA,104964,51,NG
58284,1,La Luz Energy Center,34.6178,-106.817,Valencia,NM,32039,42,NG
58503,CTEU1,Carty Generating Station,45.699,-119.8131,Morrow,OR,1755459,492,NG
